"Guid","AccountId","Amount","CloseDate","ContactId","Description","ForecastCategoryName","LeadSource","Name","NextStep","OwnerId","Probability","SBQQ__Contracted__c","SBQQ__CreateContractedPrices__c","SBQQ__OrderGroupID__c","SBQQ__Ordered__c","SBQQ__PrimaryQuote__c","SBQQ__QuotePricebookId__c","SBQQ__Renewal__c","StageName","Type","sbaa__ApprovalStatus__c","sbaa__ApprovalStep__c","sbaa__Approver__c","sbaa__StepApproved__c","sbaa__SubmittedDate__c","sbaa__SubmittedUser__c"
3878b2c0-477e-48d3-8f15-c912b970ec34,b5792c5b-5161-4b7d-b131-4d84a64bc2a6,75000.0,2022-07-01,"#N/A","#N/A",Pipeline,"#N/A",Browsecat - Upsell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
3897985d-ce23-47f2-a540-9d69f98914ec,ec7abb8e-1a6f-45e5-94a2-1219d65fd04f,72395.0,2022-05-03,"#N/A","#N/A",Pipeline,"#N/A",Zoovu - Initial Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
3899d0c7-cc3b-4265-804a-54b03600cf66,946fdc7b-5d7d-4d1c-88e9-4d4c1d7bade4,32395.00000002,2022-04-25,"#N/A","#N/A",Closed,"#N/A",Gigaclub - Secondary Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
396514b6-bf1d-4611-b940-a3d6017b1312,99d912bf-1555-48fc-aa0c-bb29f33ac04e,32395.00000002,2022-02-25,"#N/A","#N/A",Closed,"#N/A",Yakidoo - Secondary Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
3973f978-e7a0-4337-80d6-505756afb1ab,f0af1057-77f8-4ab7-82e4-48e9ce2a63f4,18050.0,2022-05-11,"#N/A","#N/A",Pipeline,"#N/A",Digitube - Cross-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
398d3043-fbcb-4903-a340-cf41c28724c3,b9be5a78-6d0a-4fdb-9785-b8c63409792d,32395.00000002,2022-04-25,"#N/A","#N/A",Closed,"#N/A",Divavu - Secondary Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
39e80e49-ed55-4a16-bf5e-49fcedc4de4a,83fb2012-c2fe-4f62-bd27-9fa13e740b9f,29995.0,2021-10-01,"#N/A","#N/A",Closed,"#N/A",Layo - Additional Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
3a2342a1-e13e-4a7f-b0f1-fd99966c4119,a3ac041b-7cd9-4576-bd27-b5bf8de12671,51495.0,2022-03-06,"#N/A","#N/A",Pipeline,"#N/A",Twiyo - Additional Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,60.0,false,false,"#N/A",false,"#N/A","#N/A",false,Id. Decision Makers,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
3a8fd313-5206-4250-a245-6ef75207172a,6e781e9c-6668-4fc9-a118-ce28522f2efa,100082.0,2022-07-01,"#N/A","#N/A",Pipeline,"#N/A",Zoonoodle - Upsell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
3a984f3a-63b7-428c-909a-9f19739207a6,90345291-6693-4362-8747-f427d8fd6c79,73995.0,2022-05-03,"#N/A","#N/A",Pipeline,"#N/A",Mydo - Initial Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,60.0,false,false,"#N/A",false,"#N/A","#N/A",false,Id. Decision Makers,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
3af34f9f-9224-4d64-a7a5-4bb7fa95db18,ed6725e1-e284-4a92-ba67-88bb4b342ade,18050.0,2022-05-11,"#N/A","#N/A",Pipeline,"#N/A",Browseblabc-Morales Corp. - Cross-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
3b140319-fd92-43d0-be99-17967fae5b65,0ab5a237-4d8c-481d-9615-1172872b98a4,81083.0,2022-04-21,"#N/A","#N/A",Pipeline,"#N/A",Camimbo - Initial Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
3b884678-fa87-4f04-afb8-45573ade7545,09125e95-6742-4cc6-93fa-b746a6f30ea3,75000.0,2022-05-01,"#N/A","#N/A",Pipeline,"#N/A",Realbridge - Upsell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
3bf65f05-c616-4196-9e1f-f023dce45b46,fcca0a52-9e35-4183-97e0-c51aed1b2a83,18050.0,2022-05-11,"#N/A","#N/A",Pipeline,"#N/A",Topicblabh-Sto Associates - Cross-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
3bf6b5db-4ae3-44ad-8b69-f3e010f9b821,06c7f8c5-4a64-4947-b529-626dbfc36acb,32395.00000002,2022-04-25,"#N/A","#N/A",Closed,"#N/A",Uidoo - Secondary Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
3cc46931-3543-4238-b206-701b1d2f4e98,7da5c15d-6f21-4b3a-82ef-56d470b4448c,100082.0,2022-07-01,"#N/A","#N/A",Pipeline,"#N/A",Blognation - Upsell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
3d3b79a6-90f0-48c2-950e-fe1f295700a4,6fbc2fe5-8ced-438e-aec3-2ba7cca7565b,29995.0,2021-08-25,"#N/A","#N/A",Closed,"#N/A",Quinu - Additional Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
3d7e7d0b-b161-4c4d-a0aa-ed411a9269fa,7f5a9c07-7194-4747-ba1e-f604c2611699,18350.0,2022-05-11,"#N/A","#N/A",Pipeline,"#N/A",Centimia - Cross-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
3da34edd-ce29-4ba6-ab0c-d0fa05525559,8fc1a717-b965-49c9-81e2-5c72565baf4a,32395.00000002,2022-04-25,"#N/A","#N/A",Closed,"#N/A",Tagtune - Secondary Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
3e5f68df-fd26-4d51-90c7-3929bd714eb1,b8e35e02-06e4-4896-8b24-0d1441a3bc20,11550.0,2022-05-11,"#N/A","#N/A",Pipeline,"#N/A",Meeveo - Cross-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
3e893a27-400b-4f18-b6a1-e25637bd38ed,95377b4a-5cb9-4751-8a8c-8b921e562c85,11550.0,2022-05-11,"#N/A","#N/A",Pipeline,"#N/A",Gabcube - Cross-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
3ea86174-8c47-45f8-a2e7-f4d4a344e403,13816734-3b3e-4d47-9fff-87c92016ac69,3200.0,2022-04-22,"#N/A","#N/A",Pipeline,"#N/A",Feedbug - Additional Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
3f4c9464-1786-4b55-9f6a-efc396539471,0a879aaa-0ace-40d6-b4c7-08843c9562fe,11250.0,2022-05-11,"#N/A","#N/A",Pipeline,"#N/A",Realcube - Cross-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
3f70a4f6-27a0-4bf6-b0fc-42aa5a0fc520,049cb15c-233e-4c3a-9a6b-9cdd68aa62f3,32395.00000002,2022-04-25,"#N/A","#N/A",Closed,"#N/A",Skalith - Secondary Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
3fddca46-64ce-49dc-9ddd-dd2dc9b6a837,df795bc8-2581-44de-bc7a-35251503dae1,72395.0,2021-10-12,"#N/A","#N/A",Omitted,"#N/A",Voomm - Initial Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
40429259-a8e5-4594-b731-9122d4622503,ec7abb8e-1a6f-45e5-94a2-1219d65fd04f,11250.0,2022-05-11,"#N/A","#N/A",Pipeline,"#N/A",Zoovu - Cross-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
40750589-d876-45c3-a882-909490678b91,f5522329-18d7-49f5-8f37-3e274880d97c,75000.0,2022-07-01,"#N/A","#N/A",Pipeline,"#N/A",Agimba - Upsell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
40f8d693-ab0c-41aa-a98c-bf092c10b0df,0e1200fd-ebe0-4ddf-a6ac-0b932e5ca923,11550.0,2022-05-11,"#N/A","#N/A",Pipeline,"#N/A",Quire - Cross-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
410351ba-cc86-4bd8-bf3f-9b79c4fda4e7,946fdc7b-5d7d-4d1c-88e9-4d4c1d7bade4,72395.0,2022-05-03,"#N/A","#N/A",Pipeline,"#N/A",Gigaclub - Initial Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
41ea643a-fb90-42eb-b495-a632ffca5870,a41245b4-0044-49ea-840b-21d25d59d93d,34995.0,2022-01-14,"#N/A","#N/A",Pipeline,"#N/A",Brightdog - Additional Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,60.0,false,false,"#N/A",false,"#N/A","#N/A",false,Id. Decision Makers,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
42b73072-0b18-49cf-986b-ea7a19553b30,dbffefbe-be30-46c2-b5d3-22aeb57b8597,11550.0,2022-05-11,"#N/A","#N/A",Pipeline,"#N/A",Dynabox - Cross-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
4326a6de-fc09-46d6-8774-a6bfaef9d9d4,38283687-3f4d-4e67-bdcd-4b60640bd8c6,75000.0,2022-07-01,"#N/A","#N/A",Pipeline,"#N/A",Meembee - Upsell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
44aad70a-f961-4380-aa6a-96339e9a5b23,f2579cf7-ac2c-436b-8e4e-c2f9f8bbc9bb,72395.0,2022-05-03,"#N/A","#N/A",Pipeline,"#N/A",Edgetag - Initial Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,60.0,false,false,"#N/A",false,"#N/A","#N/A",false,Id. Decision Makers,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
44b1722f-102c-4683-a420-2f0bb659fecf,2e62f552-4ce4-4ae4-aab2-b5926e0a2c8c,32395.00000002,2022-02-25,"#N/A","#N/A",Closed,"#N/A",Buzzbean - Secondary Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
464eb0ce-9d1f-474b-a393-a578cae990fd,bdb409c8-5765-465c-aa0c-9444ddfa87b2,34350.0,2022-05-11,"#N/A","#N/A",Pipeline,"#N/A",Quimm - Cross-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
466e9a96-b12a-4d4c-8362-dcf9c82bd7c4,3ea60968-d86f-4cf4-aa24-a51b9afebd1f,18050.0,2022-05-11,"#N/A","#N/A",Pipeline,"#N/A",Kwimbee - Cross-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
46e57912-4451-4880-9aa8-9ade95a1a110,02d16248-13cd-4aef-a39b-ccb380683cda,32395.00000002,2022-04-25,"#N/A","#N/A",Closed,"#N/A",Photolist - Secondary Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
4752b76c-d894-48ca-89cb-fef9faa7ec8f,8fc5e79f-f26e-4198-aaa7-05c516568035,18050.0,2022-05-11,"#N/A","#N/A",Pipeline,"#N/A",Topdrive - Cross-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
47b0934b-376b-4af6-a2a6-fd44525219fc,1ad637c2-4c0f-4c88-8473-8cd25f99be38,72395.0,2021-10-12,"#N/A","#N/A",Omitted,"#N/A",Yamia - Initial Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
47c426bc-e404-4276-9236-4a5b5faefca0,9a1832cc-33a5-429a-a7ed-982ed965940c,11250.0,2022-05-11,"#N/A","#N/A",Pipeline,"#N/A",Jazzy - Cross-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
47ea0f06-f5cc-46c4-8aeb-18f2f59628bc,f115b172-5cef-43b6-80e5-7dc6fb7cb545,34995.0,2022-03-06,"#N/A","#N/A",Pipeline,"#N/A",Voonix - Additional Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
48ce2040-2124-412a-8caf-0da9a75e57d9,22d31585-f832-4e20-97d6-c6c9789a3fa4,11550.0,2022-05-11,"#N/A","#N/A",Pipeline,"#N/A",Browsedrive - Cross-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
49100db6-e08c-4ece-b3b8-9ecb8cb03146,e13950a8-dc5a-41e6-a1fc-ce8d12021676,75000.0,2022-07-01,"#N/A","#N/A",Pipeline,"#N/A",Aibox - Upsell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
492ec074-75dd-454d-a384-b2dc50a9610f,6e781e9c-6668-4fc9-a118-ce28522f2efa,18350.0,2022-05-11,"#N/A","#N/A",Pipeline,"#N/A",Zoonoodle - Cross-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
492f07d0-8efb-4f2d-a3a5-b3080514cc21,fed96b34-d797-45f3-8368-408133c64cbb,75000.0,2022-07-01,"#N/A","#N/A",Pipeline,"#N/A",Bluejam - Upsell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
4956544c-fca7-4d74-adc5-672e29afb789,7da5c15d-6f21-4b3a-82ef-56d470b4448c,72395.0,2021-10-12,"#N/A","#N/A",Omitted,"#N/A",Blognation - Initial Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
49f87c5a-742d-4fab-aa66-4b76ffa67235,b5792c5b-5161-4b7d-b131-4d84a64bc2a6,11250.0,2022-05-11,"#N/A","#N/A",Pipeline,"#N/A",Browsecat - Cross-sell-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
4a3bc95f-c868-4a9c-a9e7-84c8ff0cb575,76163f73-5178-4ec8-a92f-650ab66b028f,"#N/A",2030-02-28,"#N/A","#N/A",Pipeline,"#N/A",Fizzly Products,"#N/A",2d052ddf-4252-4ed2-80dc-dbde87a914a2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
4a7f0c02-5214-471c-bf7b-fec5042ca256,1469ac27-ecfa-4e2d-ba22-b356b4c6cc57,72395.0,2022-04-27,"#N/A","#N/A",Pipeline,"#N/A",Oloo - SOW 3,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
4ac6c8ef-fbec-492a-b533-c5f49df86df1,821423ca-a385-4896-9ddc-4ce3460ff8a8,29995.0,2021-12-13,"#N/A","#N/A",Closed,"#N/A",Oodoo - Additional Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
4b0bb540-1df8-4e63-8d1d-5e018bd39fbd,d5da72a3-ce93-4e1a-974b-5ab48f2e247c,72395.0,2021-10-12,"#N/A","#N/A",Omitted,"#N/A",Plambee - Initial Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
4b18b17e-277c-4d7e-8863-fa1b422858b3,32eb206c-2c84-47bb-8e80-1f8212b587a3,72395.0,2021-10-12,"#N/A","#N/A",Omitted,"#N/A",Omba - Initial Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
4b31c953-396b-42ed-96e8-7c31436dac16,6bf5fc6a-7317-488c-9c2a-70193a44b0ac,75000.0,2022-07-01,"#N/A","#N/A",Pipeline,"#N/A",Podcat - Upsell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
4b37b0e0-5c94-4b6a-927d-463213226adb,737fec4c-f188-4ed8-b5a2-03ae5785765a,75000.0,2022-07-01,"#N/A","#N/A",Pipeline,"#N/A",Eamia - Upsell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
4c6e74f7-8885-42f3-b220-3cf27d4284bc,f62b535b-f9c8-4c4b-ada7-41f0c6d6ad17,32395.00000002,2022-04-12,"#N/A","#N/A",Closed,"#N/A",Wikizz - Secondary Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
4c7250c1-ed44-4279-be06-a793723b4129,dd973b17-7c20-448e-b5c7-810c3dd6e69f,100082.0,2022-07-01,"#N/A","#N/A",Pipeline,"#N/A",Fliptune - Upsell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
4c8ebfb7-4c44-4cb9-9b53-004cdc04f351,1dec2498-f64f-4cb5-90aa-c2b5e880ba5b,11550.0,2022-03-27,"#N/A","#N/A",Pipeline,"#N/A",Twimm - Cross-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
4d1ff3e5-99b5-4c55-a3d8-f69a9df98e52,b33a5c64-743c-47be-b05e-a52dab7c9eac,34995.0,2022-02-28,"#N/A","#N/A",Pipeline,"#N/A",Rhynyx - Additional Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,90.0,false,false,"#N/A",false,"#N/A","#N/A",false,Negotiation/Review,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
4d20ac17-d625-4568-aab1-25ffa2699971,b56d5001-f48c-4c8f-be38-6b2e31aa2ed0,11550.0,2022-05-11,"#N/A","#N/A",Pipeline,"#N/A",Zoomlounge - Cross-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
4d5742db-5efe-4f9d-8796-7f6ae805cbff,737fec4c-f188-4ed8-b5a2-03ae5785765a,11550.0,2022-05-11,"#N/A","#N/A",Pipeline,"#N/A",Eamia - Cross-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
4d68c08b-8e43-4ff7-b858-c599aa2a64dd,6bf5fc6a-7317-488c-9c2a-70193a44b0ac,72395.0,2021-08-13,"#N/A","#N/A",Omitted,"#N/A",Podcat - Initial Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
4dc5aa41-b2b1-46c6-8d8c-a68d2f6e7047,673cb47c-9a3d-4ad2-a293-539d229b17a5,32395.00000002,2022-04-25,"#N/A","#N/A",Closed,"#N/A",Vipe - Secondary Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
4e072a2c-c476-4cec-b586-17c9ceebd3ba,b56d5001-f48c-4c8f-be38-6b2e31aa2ed0,72395.0,2022-05-03,"#N/A","#N/A",Pipeline,"#N/A",Zoomlounge - Initial Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
4e68798b-b3a1-4c75-825c-bc2160899abd,fb111073-37de-438d-b46b-e6cf0bc257c0,83690.0,2022-03-03,"#N/A","#N/A",Pipeline,"#N/A",Bluezoom - Initial Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
4e731f53-0057-436e-8f71-5236279a31d7,fcca0a52-9e35-4183-97e0-c51aed1b2a83,34995.0,2022-01-14,3ad2d8bd-dd86-4485-b34a-755f3367c08a,"#N/A",Pipeline,"#N/A",Topicblabh-Sto Associates - Additional Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
4fa210f0-99bb-4e23-ab89-4eee18ad44f0,2b5d06b5-a5d8-40e6-bd00-16d20e03a369,74395.0,2022-05-03,"#N/A","#N/A",Pipeline,"#N/A",Aivee - Initial Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
