"Guid","AccountSource","AnnualRevenue","BillingCity","BillingCountry","BillingEmail__c","BillingGeocodeAccuracy","BillingLatitude","BillingLongitude","BillingPostalCode","BillingState","BillingStreet","CorporateLocations__c","Description","Fax","Industry","IsCustomerPortal","Jigsaw","Name","NumberOfEmployees","ParentId","Phone","SBQQ__AssetQuantitiesCombined__c","SBQQ__CoTermedContractsCombined__c","SBQQ__CoTerminationEvent__c","SBQQ__ContractCoTermination__c","SBQQ__IgnoreParentContractedPrices__c","SBQQ__PreserveBundle__c","SBQQ__PriceHoldEnd__c","SBQQ__RenewalModel__c","SBQQ__RenewalPricingMethod__c","SBQQ__TaxExempt__c","ShippingCity","ShippingCountry","ShippingGeocodeAccuracy","ShippingLatitude","ShippingLongitude","ShippingPostalCode","ShippingState","ShippingStreet","SicDesc","TaxID__c","Test_Field__c","Type","Website","blng__CustomerProfileId__c","blng__DefaultPaymentType__c","ccrz__CustomField1__c","ccrz__CustomField2__c","ccrz__DataId__c","ccrz__PreventAddrBookSave__c","ccrz__PreventNewAddrCheckout__c","ccrz__PreventNewBillAddrCO__c","ccrz__SourceSystem__c","ccrz__TaxExemptAccount__c","ccrz__UsedByCloudcraze__c","of_soda_machines__c"
32318831-87a6-443e-a5d3-0be0f70715bf,"#N/A",6574015.0,Danbury,United States,"#N/A","#N/A","#N/A","#N/A",6816,CT,5898 Superior Street,"#N/A","#N/A","#N/A",Insurance,false,"#N/A",Thoughtblab,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
34d703b2-644f-4ae5-ad68-4cc1488b4a35,"#N/A",1.78663741E8,Canley Vale,Australia,"#N/A","#N/A","#N/A","#N/A",2166,NSW,66 Beckenham St,"#N/A",Mr. Sparkle is the leader in Consulting in Canley Vale,"#N/A",Consulting,false,"#N/A",Trudoo,"#N/A","#N/A",(02) 6548 7709,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Canley Vale,Australia,"#N/A","#N/A","#N/A",2166,NSW,66 Beckenham St,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
36c5d3d6-4ad6-45ad-94d3-1f5befffcee4,"#N/A","#N/A","#N/A","#N/A",billing@amc.com,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",978.0,"#N/A","#N/A",Entertainment,false,"#N/A",AMC Entertainment,4408,"#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",12-3456789,"#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
37a3dd1e-12e9-4541-b68a-b6b6fe5afb37,"#N/A","#N/A",Broomfield,USA,"#N/A","#N/A","#N/A","#N/A",80020,Colorado,1234 Hilltop Road,"#N/A",Adams Household is the leader in Healthcare in Broomfield,"#N/A",Healthcare,false,"#N/A",Gabtune,"#N/A","#N/A",(720) 562-5896,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
3990f0e4-1e05-46e1-b0b6-b0e10e24f648,"#N/A",4.12752795E8,Avoca Beach,Australia,"#N/A","#N/A","#N/A","#N/A",2251,NSW,18 Hillside Rd,"#N/A",CL North is the leader in Healthcare in Avoca Beach,"#N/A",Healthcare,false,"#N/A",Photolist,"#N/A","#N/A",(02) 7233 8627,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Avoca Beach,Australia,"#N/A","#N/A","#N/A",2251,NSW,18 Hillside Rd,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
3d3f330c-ae35-400b-8475-4b38e155fb70,"#N/A",4.77757321E8,Sydney,Australia,"#N/A","#N/A","#N/A","#N/A",2000,NSW,200 George Street,"#N/A",Corellian Engineering Corporation is the leader in Machinery in Sydney,"#N/A",Machinery,false,"#N/A",Zoombox,"#N/A","#N/A",(02) 8858 6163,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Sydney,Australia,"#N/A","#N/A","#N/A",2000,NSW,200 George Street,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
3dc00574-7e1b-48aa-a7c6-c079ea8af676,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",New Account,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
3f1a6cac-daf2-4dc5-8550-87a5ded4e8b3,"#N/A",4.9892102E7,Balgowlah,Australia,"#N/A","#N/A","#N/A","#N/A",2093,NSW,2/11 Boyle St,"#N/A",Smith and Co. is the leader in Transportation in Balgowlah,"#N/A",Transportation,false,"#N/A",Kimia,"#N/A","#N/A",(02) 6512 8801,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Balgowlah,Australia,"#N/A","#N/A","#N/A",2093,NSW,2/11 Boyle St,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
3fe3a1ea-4a97-4f9b-abaf-906c1012f692,"#N/A",8.9244318E7,Middlesex,United Kingdom,"#N/A","#N/A","#N/A","#N/A","#N/A",London,980 Great West Road,"#N/A",TF South is the leader in Healthcare in Middlesex,"#N/A",Healthcare,false,"#N/A",Chatterpoint,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
40e6ab42-215a-4b5e-8118-cbdab6abb7b4,"#N/A",4.3025852E10,Irvine,United States,"#N/A","#N/A","#N/A","#N/A",92612-0697,CA,3351 Michelson Dr Ste 100,"#N/A",Abilitech Software Solutions is the leader in Technology in Irvine,"#N/A",Technology,false,"#N/A",Kwimbee,"#N/A","#N/A",1.714.566.1000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3351 Michelson Dr Ste 100,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
418c949b-ea25-4fe2-8030-b99a7ffc3148,"#N/A",3.4441E10,New York,United States,"#N/A","#N/A","#N/A","#N/A",10285-0002,NY,200 Vesey St,"#N/A",Walken Group is the leader in Consumer Goods in New York,"#N/A",Consumer Goods,false,"#N/A",JumpXS,"#N/A","#N/A",1.212.640.2000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
41ced3db-fa89-41e3-acd2-3029d4f2abc6,"#N/A",2.89485471E8,Ballarat Central,Australia,"#N/A","#N/A","#N/A","#N/A",3350,VIC,50 Loch Av,"#N/A",Incom Corporation is the leader in Manufacturing in Ballarat Central,"#N/A",Manufacturing,false,"#N/A",Realbridge,"#N/A","#N/A",(03) 8300 7460,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Ballarat Central,Australia,"#N/A","#N/A","#N/A",3350,VIC,50 Loch Av,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
421cf208-9c5a-4ad6-9d92-dbd8372c9beb,"#N/A","#N/A","#N/A","#N/A",ap@hyatt.com.invalid.invalid,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",518.0,"#N/A","#N/A",Hospitality,false,"#N/A",Hyatt Hotels Corporation,100000,"#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",82-1533604,"#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
43ee773b-2a37-4680-9cac-fee194db2247,"#N/A",9351157.0,Lafayette,United States,"#N/A","#N/A","#N/A","#N/A",47905,IN,0526 Hauk Plaza,"#N/A","#N/A","#N/A",Energy,false,"#N/A",Thoughtsphere,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
44cc964b-37ca-4b91-a2a1-5a53d97b818d,"#N/A",5.85033103E8,Hunters Hill,Australia,"#N/A","#N/A","#N/A","#N/A",2110,NSW,6/10 Mount St,"#N/A",CG South is the leader in Healthcare in Hunters Hill,"#N/A",Healthcare,false,"#N/A",Jabberstorm,"#N/A","#N/A",(02) 6279 8265,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Hunters Hill,Australia,"#N/A","#N/A","#N/A",2110,NSW,6/10 Mount St,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
46392fe0-43c2-4309-8075-abcfe34f77dd,"#N/A",2.9636E10,Deerfield,United States,"#N/A","#N/A","#N/A","#N/A",60015-2565,IL,3 Parkway N Ste 300,"#N/A",SWD Logistics is the leader in Transportation in Deerfield,"#N/A",Transportation,false,"#N/A",Dynava,"#N/A","#N/A",1.847.943.4000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",23 Lundy Av,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
46dc0e17-2fdf-4a1a-a526-489af4196d78,"#N/A",2.21928169E8,Kingsgrove,Australia,"#N/A","#N/A","#N/A","#N/A",1480,NSW,23 Lundy Av,"#N/A",Spacely Sprockets is the leader in Technology in Kingsgrove,"#N/A",Technology,false,"#N/A",Aibox,"#N/A","#N/A",(02) 6082 8265,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Kingsgrove,Australia,"#N/A","#N/A","#N/A",1480,NSW,23 Lundy Av,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
47fcf59d-fdc1-49c9-9b47-e586f07392f4,"#N/A",3.7179E10,Milwaukee,United States,"#N/A","#N/A","#N/A","#N/A",53209-4408,WI,5757 N Green Bay Ave,"#N/A",General Forge and Foundry is the leader in Machinery in Milwaukee,"#N/A",Machinery,false,"#N/A",Voomm,"#N/A","#N/A",1.414.524.1200,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Milwaukee,US,"#N/A","#N/A","#N/A",53201-0591,WI,P.O. BOX 591,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
4969f16b-4b21-4e17-9c7b-985ba4b65d17,"#N/A",1.17386E11,Fairfield,United States,"#N/A","#N/A","#N/A","#N/A",06828-0001,CT,3135 Easton Tpke,"#N/A","Signal Processing, LLC is the leader in Technology in Fairfield","#N/A",Technology,false,"#N/A",Vitz,"#N/A","#N/A",1.203.373.2211,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
4a668bb9-43bc-4fae-b527-0ffa1a82a9ca,"#N/A",7.70881668E8,Melbourne,Australia,"#N/A","#N/A","#N/A","#N/A",3000,VIC,45 Spring Street,"#N/A",Globo Gym American Corp is the leader in Hospitality in Melbourne,"#N/A",Hospitality,false,"#N/A",Devcast,"#N/A","#N/A",(03) 8426 7995,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Melbourne,Australia,"#N/A","#N/A","#N/A",3000,VIC,45 Spring Street,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
4b16704d-0d81-49cf-9c3b-c3ff562816c8,"#N/A",3.0935E10,Houston,United States,"#N/A","#N/A","#N/A","#N/A",77079-1100,TX,600 N Dairy Ashford Rd,"#N/A","Optimetrics, LLC is the leader in Technology in Houston","#N/A",Technology,false,"#N/A",Browsebug,"#N/A","#N/A",1.281.293.1000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Houston,US,"#N/A","#N/A","#N/A",77252-2197,TX,P.O. BOX 2197,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
4b26157c-f141-4e69-ad62-d5ae1bdd427c,"#N/A","#N/A",Broomfield,USA,"#N/A","#N/A","#N/A","#N/A",80020,Colorado,1234 Hilltop Road,"#N/A",Rachel Adams is the leader in Healthcare in Broomfield,"#N/A",Healthcare,false,"#N/A",Vimbo,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
4c977df6-a577-4345-a950-1566d8643f5c,"#N/A",7.6279E10,Cincinnati,United States,"#N/A","#N/A","#N/A","#N/A",45202-3393,OH,1 Procter and Gamble Plz,"#N/A",ADM Goods is the leader in Consumer Goods in Cincinnati,"#N/A",Consumer Goods,false,"#N/A",Voonix,"#N/A","#N/A",1.513.983.1100,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Cincinnati,US,"#N/A","#N/A","#N/A",45201-0599,OH,P.O. BOX 599,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
4d40eb4d-45c1-49fd-84f6-bfdd43493602,"#N/A",1.38477E11,San Ramon,United States,"#N/A","#N/A","#N/A","#N/A",94583-2324,CA,6001 Bollinger Canyon Rd,"#N/A",Audioshore is the leader in Technology in San Ramon,"#N/A",Technology,false,"#N/A",Noba,"#N/A","#N/A",1.925.842.1000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
4e4cae8f-5b72-4eb3-8fc5-549bd382a0ac,"#N/A",2.3152E10,Houston,United States,"#N/A","#N/A","#N/A","#N/A",77002-4101,TX,333 Clay St Ste 1600,"#N/A",Wentworth Industries is the leader in Engineering in Houston,"#N/A",Engineering,false,"#N/A",Myworks,"#N/A","#N/A",1.713.646.4100,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
51479c9e-42b1-4225-999e-1a4b7ebc2ca6,"#N/A",3.46761E10,New York,United States,"#N/A","#N/A","#N/A","#N/A",10017-4108,NY,708 3rd Ave Rm 1500,"#N/A",First Response Relief Services is the leader in Non Profit in New York,"#N/A",Non Profit,false,"#N/A",Browsetype,"#N/A","#N/A",1.212.485.3500,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",708 3rd Ave Rm 1500,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
52516775-19a4-4286-88a4-fcf68409a07d,"#N/A",6.30331409E8,Berlin,Germany,"#N/A","#N/A","#N/A","#N/A","#N/A",Berlin,Friedrich-Ebert-Allee 140,"#N/A",Tara Shea Micko Hospital is the leader in Healthcare in Berlin,"#N/A",Healthcare,false,"#N/A",Yozio,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
532f6da7-4f77-4142-b67b-99eacd55b247,"#N/A",1.4139579037E10,New York,United States,"#N/A","#N/A","#N/A","#N/A",10010-1655,NY,51 Madison Ave Bsmt 1b,"#N/A",Athena Theraputics is the leader in Healthcare in New York,"#N/A",Healthcare,false,"#N/A",Skimia,"#N/A","#N/A",1.212.576.7000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
539776de-b237-499e-b83b-95865104429f,"#N/A",7.76395463E8,Tokyo,Japan,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",1-7-1 Konan Minato-ku,"#N/A",Wernham Hogg is the leader in Telecommunications,"#N/A",Telecommunications,false,"#N/A",Browsedrive,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",4 Riverside Rd,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
542e253a-f660-492b-9548-ed44a05c82d4,"#N/A",2.35005519E8,Cecil Hills,Australia,"#N/A","#N/A","#N/A","#N/A",2171,NSW,19 Airlie Cr,"#N/A",NC North is the leader in Healthcare in Cecil Hills,"#N/A",Healthcare,false,"#N/A",Thoughtworks,"#N/A","#N/A",(02) 8210 6814,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Cecil Hills,Australia,"#N/A","#N/A","#N/A",2171,NSW,19 Airlie Cr,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
5600bd06-ef6c-4b83-b49f-fdf7fe90be23,"#N/A",8.8519E10,Atlanta,United States,"#N/A","#N/A","#N/A","#N/A",30339-1834,GA,2455 Paces Ferry Rd SE,"#N/A","Cashless Systems, Inc. is the leader in Services in Atlanta","#N/A",Services,false,"#N/A",Edgeclub,"#N/A","#N/A",1.770.433.8211,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Atlanta,US,"#N/A","#N/A","#N/A",30348-5715,GA,P.O. BOX 105715,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
574bb3db-c7b9-421a-aef7-a150164bb79a,"#N/A",3317099.0,Houston,United States,"#N/A","#N/A","#N/A","#N/A",77240,TX,6051 Northridge Park,"#N/A","#N/A","#N/A",Consulting,false,"#N/A",Gevee,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
57c3bc97-15a9-49f2-99ae-9f41028557f2,"#N/A",1.89091733E8,Riverview,Australia,"#N/A","#N/A","#N/A","#N/A",2066,NSW,28a College Rd S,"#N/A",QWERTY Logistics is the leader in Manufacturing in Riverview,"#N/A",Manufacturing,false,"#N/A",Dynabox,"#N/A","#N/A",(02) 8954 8573,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Riverview,Australia,"#N/A","#N/A","#N/A",2066,NSW,28a College Rd S,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
58d25b10-6b32-4c74-9ae5-3fde9b4038b0,"#N/A",2.8987E10,New York,United States,"#N/A","#N/A","#N/A","#N/A",10036-8701,NY,1211 Ave of The Americas,"#N/A",Enginomics is the leader in Automotive in New York,"#N/A",Automotive,false,"#N/A",Twiyo,"#N/A","#N/A",1.212.852.7000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",178 Campbell Parade,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
5a007060-bdbc-4572-b820-f98583f8e726,"#N/A",3.9528E10,Richfield,United States,"#N/A","#N/A","#N/A","#N/A",55423-3683,MN,7601 Penn Ave S,"#N/A","Kustodial Services, LLC is the leader in Services in Richfield","#N/A",Services,false,"#N/A",Avaveo,"#N/A","#N/A",1.612.291.1000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
5a811a0a-0ab6-47ca-b292-26a14342884c,"#N/A",3308479.0,Sioux City,United States,"#N/A","#N/A","#N/A","#N/A",51105,OH,574 Duke Circle,"#N/A","#N/A","#N/A",Financial Services,false,"#N/A",Blogspan,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
5b0d4a19-b301-45a3-84bc-cc16b7577e01,"#N/A",3.0601E10,Beaverton,United States,"#N/A","#N/A","#N/A","#N/A",97005-0979,OR,1 SW Bowerman Dr,"#N/A",Gadgetron is the leader in Technology in Beaverton,"#N/A",Technology,false,"#N/A",Topicshots,"#N/A","#N/A",1.503.671.6453,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
5bbf9a70-e371-425d-9ef5-8055041efc91,"#N/A",5.29570951E8,Ballan,Australia,"#N/A","#N/A","#N/A","#N/A",3342,VIC,18 McMahon Dr,"#N/A",Minuteman Cafe is the leader in Apparel in Ballan,"#N/A",Apparel,false,"#N/A",Agimba,"#N/A","#N/A",(03) 8664 6673,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Ballan,Australia,"#N/A","#N/A","#N/A",3342,VIC,18 McMahon Dr,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
5c876667-c6da-4abe-a4ba-d570681b2ea6,"#N/A",7.20606185E8,Turin,Italy,"#N/A","#N/A","#N/A","#N/A","#N/A",Turin,"Via Nizza, 250","#N/A",TF North is the leader in Healthcare in Turin,"#N/A",Healthcare,false,"#N/A",Realcube,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
5dde536a-b83e-416c-a25c-68958b403916,"#N/A",6.03365E10,Hartford,United States,"#N/A","#N/A","#N/A","#N/A",06156-0001,CT,151 Farmington Ave,"#N/A",Initrode is the leader in Energy in Hartford,"#N/A",Energy,false,"#N/A",Roomm,"#N/A","#N/A",1.860.273.0123,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
5f84243d-44d8-4a9a-bd19-034d7592f04c,"#N/A",8.4202995E8,North Rhine-Westphalia,Germany,"#N/A","#N/A","#N/A","#N/A","#N/A",Leverkusen,51368 Leverkusen,"#N/A",SpringShield is the leader in Banking in North Rhine-Westphalia,"#N/A",Banking,false,"#N/A",Fanoodle,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
5fda3251-58c8-4dae-a80c-f03fd7dffc1a,"#N/A","#N/A","#N/A","#N/A",ap@shakeshak.com,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",168.0,"#N/A","#N/A",Restaurant,false,"#N/A",Shake Shack,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",12-3456789,"#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
6237dbf3-e4a2-49d6-83b2-bfc78fb692c0,"#N/A",1.01752E11,Saint Louis,United States,"#N/A","#N/A","#N/A","#N/A",63121-1824,MO,1 Express Way,"#N/A",Rhapsodic AG is the leader in Retail in Saint Louis,"#N/A",Retail,false,"#N/A",Zoomcast,"#N/A","#N/A",1.314.996.0900,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false,"#N/A"
